"OID","nb_accident","X","Y"
1447,0,300043.203608091,5042632.08750642
1448,0,300044.119046996,5041556.07256608
1449,0,300044.649604634,5040778.7972139
1450,0,300046.661799766,5043687.18588802
1451,0,300047.281056369,5041407.08595317
1452,0,300047.605464248,5042430.08368804
1453,0,300050.190936022,5043311.59357973
1454,0,300052.409797341,5042137.58315974
1455,1,300058.291922086,5043213.09082397
1456,0,300064.239151515,5041957.74101744
1457,0,300071.387290817,5041139.00926198
1458,0,300072.268516493,5043580.87350352
1459,0,300074.321869416,5040760.43451392
1460,0,300076.028677683,5041536.0404165
1461,2,300079.998188668,5042712.58889238
1462,0,300081.20105073,5042407.08620458
1463,0,300081.644361164,5041983.6076812
1464,0,300083.721817339,5040656.02891984
1465,0,300084.326695399,5041129.07123983
1466,0,300085.118625131,5041800.02378843
1467,0,300086.307494626,5042189.58524132
1468,0,300090.197127699,5043109.09640999
1469,0,300091.224767687,5040865.56584525
1470,0,300092.215953888,5043757.47951128
1471,0,300095.492603782,5043382.59599972
1472,0,300096.456244325,5042501.36715482
1473,0,300101.392758088,5043276.59855961
1474,0,300103.51894187,5041207.18052552
1475,0,300110.31729707,5041367.07614493
1476,1,300112.085591889,5043643.1013761
1477,0,300114.621272583,5040911.06639712
1478,0,300115.100460856,5042234.58109061
1479,0,300116.895394259,5042792.59466849
1480,0,300117.944631671,5041852.26719874
1481,0,300118.274782239,5041197.56523073
1482,0,300119.004615236,5042383.08931704
1483,0,300127.692974221,5043165.59507838
1484,0,300127.831748496,5040723.07359191
1485,1,300129.919756978,5041354.07902416
1486,0,300136.017587829,5041258.25815282
1487,0,300136.859196022,5043827.56162811
1488,0,300138.012341457,5041637.57859368
1489,0,300138.40337914,5042475.58743838
1490,0,300140.472111337,5042275.37891586
1491,0,300142.428485007,5040966.0731113
1492,0,300148.094534899,5043463.59634744
1493,0,300149.768050527,5041903.01414987
1494,0,300150.624103966,5041248.62605587
1495,0,300152.567539311,5042287.96622688
1496,0,300153.344158558,5040705.97261566
1497,1,300157.301920034,5042886.08823729
1498,0,300157.796611277,5040714.78022985
1499,0,300165.015603497,5041678.58052333
1500,0,300165.199633921,5040699.78949528
1501,0,300166.673087683,5041928.87806428
1502,0,300167.695998762,5043232.09385796
1503,0,300167.919381649,5040704.33988833
1504,0,300169.001005608,5042455.58553628
1505,0,300171.121860961,5040698.11572259
1506,0,300174.27391897,5041470.33489046
1507,0,300177.438528253,5041320.84818371
1508,0,300179.198385626,5042918.5932088
1509,0,300179.277932435,5043509.94200457
1510,0,300182.54797153,5042539.02223456
1511,0,300182.975842728,5040803.59778213
1512,0,300184.018883441,5042338.3161615
1513,0,300184.394977429,5040689.39719547
1514,0,300190.423405972,5041060.57098985
1515,0,300190.472812562,5041310.14398771
1516,0,300191.597283366,5040701.34807528
1517,0,300194.520600615,5041972.66012101
1518,0,300195.071079065,5040682.3845333
1519,0,300195.815054558,5041728.08012017
1520,0,300196.917536815,5043537.04032306
1521,0,300201.500358701,5043115.59799594
1522,0,300207.219033353,5042961.43282629
1523,0,300210.581233203,5040776.55591431
1524,0,300211.901022609,5042521.08502734
1525,2,300213.204223019,5040846.06691665
1526,0,300219.66283613,5043573.10620011
1527,0,300224.621159874,5041129.07627502
1528,0,300226.336336382,5042024.89765297
1529,0,300228.132953205,5040836.16932313
1530,0,300229.512543329,5041780.08293337
1531,0,300230.858924707,5040768.07223309
1532,0,300232.168149963,5040833.51114282
1533,0,300237.569959459,5040843.18236022
1534,0,300238.232558349,5043010.19209061
1535,0,300241.339117838,5043180.20810282
1536,0,300241.429768044,5040827.41006466
1537,1,300245.92354998,5041425.30336063
1538,0,300247.358435233,5040837.18353799
1539,0,300247.408605995,5042297.5816447
1540,0,300247.508817713,5040897.25652899
1541,0,300252.168850444,5041182.7504464
1542,0,300257.739576074,5041417.84575984
1543,0,300258.238990638,5040816.33701241
1544,0,300258.409914137,5042076.08627135
1545,0,300259.161402077,5042819.69582092
1546,0,300259.647143933,5042592.89860776
1547,0,300260.707836283,5041828.57992475
1548,0,300261.949637903,5040813.89262863
1549,0,300266.308628527,5043644.25985135
1550,0,300268.053283408,5040898.53083212
1551,0,300268.597633988,5043381.10083892
1552,0,300273.828260553,5040806.06760231
1553,0,300274.513217135,5042340.09925797
1554,0,300278.27426835,5043068.57752737
1555,0,300279.388032643,5041449.63871046
1556,0,300280.40748072,5042850.44012676
1557,0,300286.52192299,5041248.50116252
1558,0,300289.909823946,5042125.58780247
1559,0,300292.252485956,5043683.26290173
1560,1,300293.425448061,5040992.57038303
1561,0,300294.902278182,5042372.08528555
1562,0,300299.035041813,5040728.56639465
1563,0,300304.399789016,5042789.09258619
1564,0,300304.983813152,5041490.12629645
1565,0,300306.202730775,5042893.58877623
1566,0,300307.504680872,5041900.58015048
1567,0,300307.503595062,5042665.58775519
1568,1,300309.558534544,5041524.63508536
1569,0,300309.758773585,5041034.30772143
1570,0,300311.934590823,5043714.07634959
1571,0,300317.893402441,5043130.09570563
1572,0,300320.849770987,5043456.8119512
1573,0,300320.873026609,5041516.98456813
1574,1,300321.217062147,5041067.94866704
1575,1,300323.305620913,5042176.08609749
1576,0,300325.779868336,5040773.92893249
1577,0,300326.961238085,5042781.6631808
1578,0,300335.919130741,5041565.02737981
1579,0,300337.704745452,5042437.08996698
1580,0,300340.684428731,5042942.21550376
1581,0,300341.246301737,5041950.29360448
1582,0,300342.081327089,5041124.69096031
1583,0,300343.738986542,5043491.4734589
1584,0,300347.010257019,5041029.92775984
1585,0,300347.27129614,5041557.42860164
1586,0,300348.089740334,5041359.18569547
1587,0,300352.996118042,5040948.01038325
1588,0,300355.455724998,5041022.21686527
1589,0,300355.607550581,5041767.57498356
1590,3,300356.086904667,5042224.47518956
1591,0,300356.316022539,5041044.22922895
1592,0,300357.50189139,5041025.77165876
1593,0,300360.400874365,5042745.59045956
1594,0,300364.819585207,5041038.4846475
1595,0,300366.790393587,5043200.59100714
1596,0,300368.517703554,5041392.07382512
1597,0,300369.454152108,5041615.98208598
1598,0,300370.904154629,5041012.55300092
1599,0,300372.629616578,5042852.30170889
1600,0,300373.025697616,5041016.19153588
1601,0,300373.673032637,5042000.75777679
1602,1,300374.355081027,5043538.41367146
1603,0,300375.350076375,5041192.50360374
1604,0,300377.802177759,5042260.0836561
1605,2,300379.934858041,5041608.84398414
1606,0,300380.032110304,5041028.20782672
1607,0,300385.902967435,5042509.0841187
1608,0,300387.17611605,5041006.78336453
1609,0,300391.563134427,5041003.60632944
1610,0,300394.106340206,5041018.69998122
1611,0,300394.618680949,5041431.57373681
1612,0,300395.63095625,5042759.70992659
1613,0,300398.795598825,5041015.53215273
1614,0,300401.196895299,5042806.09133765
1615,0,300401.59802283,5041668.70466217
1616,0,300402.293769923,5042900.589299
1617,0,300404.103475703,5042299.5828869
1618,0,300404.106095346,5043584.13382766
1619,0,300405.063136449,5042049.153594
1620,0,300405.416761629,5040942.52902012
1621,0,300406.377498301,5042731.98119372
1622,0,300407.310052335,5042191.42250024
1623,0,300411.769418039,5041049.07188886
1624,1,300413.656035217,5041458.51508507
1625,0,300418.652561925,5043443.33757223
1626,2,300420.193539425,5043279.59633032
1627,0,300423.144763688,5042711.36039965
1628,0,300426.066326603,5041160.46873871
1629,0,300429.80552414,5041150.19243809
1630,0,300432.293515706,5043382.09949359
1631,0,300432.802873588,5041717.65228788
1632,0,300433.161957704,5041155.86054958
1633,2,300433.001906144,5042582.58926406
1634,0,300435.509134552,5042101.58898493
1635,1,300439.316774625,5041497.57473449
1636,0,300439.42784684,5040988.07187641
1637,0,300440.759177248,5041300.13074916
1638,0,300446.50291248,5042365.08949853
1639,0,300448.374084868,5041145.39027294
1640,0,300452.23154873,5043047.6689403
1641,0,300454.138366443,5042798.19202938
1642,0,300454.355669027,5041139.51151068
1643,0,300456.022419856,5043418.54022061
1644,0,300456.723706034,5042265.73315721
1645,0,300459.476987823,5041733.76409967
1646,0,300466.909252992,5042151.08594634
1647,0,300467.116917205,5042871.24666595
1648,0,300468.709257202,5041422.8650202
1649,0,300470.794292887,5043246.59511851
1650,0,300473.215386382,5041547.57533575
1651,0,300475.509707777,5042253.08902573
1652,0,300477.939005586,5041789.42680729
1653,0,300482.185430814,5041238.64798024
1654,0,300483.087295995,5042838.44214455
1655,0,300484.088471638,5041271.89248348
1656,0,300485.746708548,5042872.16372149
1657,0,300488.896639908,5042667.09083616
1658,0,300489.763681375,5041781.1190453
1659,0,300495.394641028,5043115.09172983
1660,1,300495.60620008,5042438.08531645
1661,0,300496.082175299,5041264.18693321
1662,0,300497.292087405,5041229.03356997
1663,0,300498.447477812,5041107.48563602
1664,1,300499.47646464,5041394.94611975
1665,0,300501.70157861,5042930.59462383
1666,0,300505.310116964,5041404.40691592
1667,0,300507.670509338,5041135.27148097
1668,0,300509.2318332,5042906.0416673
1669,1,300510.246812414,5041841.40641353
1670,0,300511.394005466,5041254.34959852
1671,0,300516.504474401,5042225.58492782
1672,0,300517.905087793,5042317.58479348
1673,0,300523.294259354,5041832.61391097
1674,0,300527.615355832,5041439.5817156
1675,0,300535.718312841,5041204.57776175
1676,0,300536.703737402,5042741.08849963
1677,0,300542.30021848,5042865.58931437
1678,0,300543.310853869,5041889.51803677
1679,0,300544.703191352,5042510.12027603
1680,1,300547.621545986,5041231.07462505
1681,0,300550.891332857,5041370.66235926
1682,0,300555.552652649,5041881.27925879
1683,0,300554.999245329,5041379.51393807
1684,0,300556.511640794,5041671.57536743
1685,0,300558.975929125,5042090.55229856
1686,0,300559.472216228,5042289.81651666
1687,0,300560.117828616,5041490.57944367
1688,0,300565.194672046,5042784.58977102
1689,0,300567.209149178,5041362.95529014
1690,0,300571.009288004,5041371.49331765
1691,0,300581.64007797,5042324.71509602
1692,0,300584.85397511,5041933.36233418
1693,0,300584.911787363,5041652.58426667
1694,0,300585.21026772,5041713.58486845
1695,0,300595.828984734,5041925.03593777
1696,1,300596.722173671,5041354.08000493
1697,0,300596.884594158,5041469.76694827
1698,0,300599.799120021,5042594.58544636
1699,0,300607.524962259,5042165.83416042
1700,0,300608.321807883,5042363.11091486
1701,0,300611.154124284,5041461.68942157
1702,0,300616.615579567,5042824.6608015
1703,0,300623.209778226,5041767.58426556
1704,0,300626.488825512,5041975.18957066
1705,0,300636.345571727,5041455.11153779
1706,0,300637.594545927,5041967.72963566
1707,0,300639.916079645,5042343.19427373
1708,0,300642.118748476,5041613.57991512
1709,1,300646.605427948,5042668.5875675
1710,0,300649.192924721,5042912.0947787
1711,1,300655.925062684,5042437.84958503
1712,0,300656.090015087,5041815.77753723
1713,0,300662.512093786,5041600.02482606
1714,1,300662.877637541,5042023.46237172
1715,0,300670.260001325,5041517.75045479
1716,0,300671.411946149,5041658.57821228
1717,0,300674.603704116,5042545.09396778
1718,0,300675.010506235,5042015.41874591
1719,0,300675.216679087,5042710.10304353
1720,0,300677.301342112,5041590.19467926
1721,0,300677.676054092,5042262.71075667
1722,0,300680.484318987,5041596.36267882
1723,0,300687.118564338,5042417.72458641
1724,0,300700.621061445,5041574.69448212
1725,0,300702.305782643,5042300.90318229
1726,0,300707.314520838,5041713.58290002
1727,0,300709.903111307,5042521.59343785
1728,0,300710.325137904,5042097.00305309
1729,1,300721.690491193,5042088.89450673
1730,0,300722.587112755,5042785.01139474
1731,0,300740.065713134,5042220.41967284
1732,0,300742.34574423,5041760.02280224
1733,0,300745.598576794,5043063.59836649
1734,0,300749.498298929,5042375.43300016
1735,0,300753.243896776,5042162.09282702
1736,0,300757.103480744,5042839.59320908
1737,0,300757.708891282,5042597.38199423
1738,0,300764.721814584,5042154.14948904
1739,0,300765.507447545,5042259.01921988
1740,0,300774.390096017,5042196.13440331
1741,0,300800.900722843,5042236.09333411
1742,0,300802.709761696,5042459.31203546
