"CTNAME","PopTotal","HabKm2","PctFRev","TxChomage","PctImmigrant","PctImgRecent","PctMenage1pers","PctFamilleMono","PctLangueMaternelleFR","PctLangueMaternelleAN","PctLangueMaternelleAU"
"0730.02",6690,2142,16.143,7.114,5.007,0.897,23.519,15.764,91.528,5.144,3.328
"0731.00",6430,1270,11.82,8.738,2.022,0,26.718,19.459,94.807,2.911,2.282
"0732.01",6665,160,12.078,4.83,2.626,0.375,19.763,13.25,95.386,2.95,1.664
"0732.04",3755,65,19.308,5.121,3.063,0.533,24.92,11.255,91.766,5.312,2.922
"0733.01",4055,18,17.509,5.691,2.722,0,26.14,12.134,95.146,3.034,1.82
"0733.02",1605,37,22.118,6.135,3.115,0.623,30.822,11.224,95.482,3.313,1.506
"0734.03",5900,1110,6.864,4.223,3.051,0.174,18.116,16.418,96.249,1.62,2.046
"0734.04",3660,153,12.295,5.841,1.964,0,23.154,14.732,96.143,1.928,1.791
"0734.05",7330,227,6.548,3.817,4.98,0.471,19.597,13.793,91.286,3.043,5.671
"0734.06",5065,2286,8.786,5.893,2.634,0.585,22.047,19.113,96.524,1.787,1.688
"0734.07",9090,70,7.591,4.364,2.659,0.222,23.207,15.066,96.004,2.275,1.72
"0735.01",6595,125,13.04,4.297,3.942,0.607,29.643,19.221,95.868,1.76,2.372
"0735.02",8605,963,9.994,5.243,2.731,0.232,25.291,20.949,95.652,1.469,2.879
"0740.01",1905,20,20.472,7.853,4.987,0,31.492,6.667,75.668,20.588,4.011
"0740.03",7040,155,8.878,6.608,3.226,0.287,18.975,11.456,95.043,2.802,2.083
"0740.04",8970,182,6.968,5.998,2.546,0.443,19.91,11.787,95.601,2.594,1.805
"0750.01",5145,333,13.12,4.966,15.16,1.069,18.538,11.218,67.003,19.98,13.118
"0750.02",5490,431,9.381,3.9,13.297,0.546,12.228,11.18,61.959,24.011,13.936
"0750.04",1985,1867,15.869,9.346,16.373,0.756,24.691,16.239,65.445,23.037,11.257
"0750.06",5560,1578,15.917,6.87,16.591,1.813,37.595,24.214,62.384,23.277,14.246
"0750.07",5090,2605,12.672,6.218,15.482,1.266,25.908,18.456,62.487,23.038,14.373
"0751.01",6725,1996,16.134,6.164,14.275,1.264,26.208,16.794,46.959,39.646,13.318
"0751.02",7770,2080,12.162,7.055,18.147,1.802,17.056,12.743,49.834,33.333,16.832
"0755.01",8450,396,14.083,4.689,10.237,0.888,30.411,19.192,74.291,15.51,10.199
"0755.02",11715,2137,7.085,5.115,25.213,2.73,21.489,14.155,49.526,23.275,27.244
"0756.02",955,88,12.565,3.419,14.66,2.618,20,8.475,54.011,37.433,8.556
"0756.03",7090,204,13.399,4.494,18.054,1.904,14.17,10.304,55.8,27.533,16.667
"0756.04",5845,2100,19.076,6.149,15.569,0.77,23.991,17.262,64.666,20.034,15.3
"0756.05",5865,2648,25.405,4.741,14.066,2.046,36.066,22.449,71.564,17.545,10.977
"0757.00",5185,236,26.615,5.741,15.815,0.771,27.455,11.25,27.363,63.284,9.453
"0758.03",4255,179,12.926,5.497,13.302,0.7,10.417,8.846,33.782,54.345,11.873
"0758.04",5640,362,9.22,4.475,10.382,0.621,8.587,7.508,52.53,38.822,8.648
"0758.05",4400,575,10.227,4.272,9.393,0.916,14.576,9.091,59.043,33.839,7.001
"0758.06",5600,279,11.071,5.344,6.696,0.536,16.296,15.43,67.801,25.575,6.624
"0760.00",6745,86,11.49,4.727,4.741,0.296,20.307,14.706,88.311,8.371,3.394
"0775.00",2315,220,19.87,7.724,4.32,0.864,27.692,11.594,83.48,12.555,3.965
"0776.00",3360,396,22.47,6.612,2.206,0,28.525,12.796,92.975,5.381,1.644
"0777.01",4275,138,20.585,5.442,1.773,0.236,33.077,16.279,95.065,3.525,1.293
"0777.02",5010,165,21.856,8.762,1.497,0.299,36.638,20.423,94.965,3.525,1.41
"0780.00",3480,2333,21.983,8.286,4.728,0.86,36.196,23.59,94.949,1.587,3.463
"0781.00",5320,2088,46.241,11.594,3.377,1.22,53.208,21.269,95.612,1.681,2.801
"0782.00",3005,1217,27.454,10.51,3.84,1.002,46.547,29.012,95.492,1.503,2.838
"0783.00",4765,938,44.491,6.824,3.746,0.624,46.26,21.875,94.957,1.237,3.806
"0784.00",3385,2586,37.075,14.851,3.89,0.576,51.058,34.375,95.413,1.311,3.408
"0785.00",4310,1194,22.738,10.926,7.889,1.392,44.902,30.472,92.654,1.659,5.687
"0786.00",4345,1293,23.015,5.695,2.537,0,36.473,19.92,96.497,1.356,2.147
"0787.00",8095,1251,14.639,6.215,4.632,0.741,28.489,19.167,94.685,1.545,3.708
"0788.00",5600,2570,27.321,6.742,4.529,0.906,41.053,24.92,95.325,1.126,3.55
"0789.00",7760,633,12.693,6.982,4.925,1.102,27.356,21.199,95.593,1.426,2.916
"0790.00",7875,533,13.143,6.159,3.718,1.008,29.927,14.624,96.097,1.791,2.111
"0791.00",9000,1968,12.167,5.154,3.609,0.389,22.392,17.096,95.062,1.74,3.143
"0792.00",4280,136,12.734,5.788,2.61,0,20.991,11.364,97.059,1.412,1.529
"0800.01",4745,1258,13.593,9.43,15.628,0.845,22.034,16.606,52.89,32.279,14.722
"0800.02",5285,3198,21.287,7.28,17.992,2.652,34.368,20.275,51.465,32.812,15.723
"0801.00",7155,2555,18.868,7.961,14.675,1.747,25.217,20.813,53.477,34.982,11.613
"0802.00",3185,509,14.6,9.577,6.113,0.94,26.515,18.182,76.452,17.419,6.129
"0804.01",7055,2696,18.427,8.19,13.182,2.339,27.539,20.773,70.815,18.413,10.771
"0804.02",2170,206,11.29,3.097,17.593,1.852,18.831,18.254,69.065,15.827,15.108
"0805.00",9035,2712,23.077,9.555,21.472,2.435,26.207,16.129,57.574,24.651,17.775
"0806.01",3270,1981,17.125,8.383,16.401,0.955,24.074,27.411,57.886,28.233,14.038
"0806.02",5325,1138,14.46,8.212,16.117,1.19,15.625,15.839,57.561,26.732,15.707
"0807.01",8320,428,12.56,4.844,7.623,0.907,15.825,12.651,87.302,7.021,5.617
"0807.02",4735,175,14.572,5.078,7.724,0.939,21.18,15.972,89.765,5.011,5.117
"0825.02",3850,4140,21.429,9.33,33.204,3.761,27.244,18.018,49.449,16.529,34.022
"0825.03",5810,4420,16.523,8.492,35.115,8.906,32.716,25.559,53.632,11.57,34.888
"0825.04",5470,3125,21.115,10.27,43.916,4.117,27.765,17.949,40.58,14.783,44.444
"0825.05",5005,2931,20.38,8.197,37.843,6.002,29.952,19.512,46.793,14.721,38.486
"0825.06",5075,3698,22.069,7.341,35.048,5.429,21.594,15.686,49.793,17.391,32.816
"0825.07",6875,4261,8.945,5.911,38.411,7.289,32.118,12.214,45.448,11.4,43.152
"0825.08",1990,205,7.538,7.661,43.142,7.731,36.471,13.889,49.215,9.162,41.885
"0826.02",4665,2806,23.901,5.435,33.976,2.68,18.103,15.172,50.948,12.486,36.455
"0826.05",4040,2597,22.649,5.991,41.497,2.538,21.739,13.6,44.372,13.874,41.754
"0826.06",4015,3606,18.431,10.909,42.527,14.459,20.805,17.316,39.685,13.798,46.518
"0826.07",4045,4885,54.388,7.764,33.455,2.676,34.987,9.2,57.179,8.846,33.974
"0826.08",3350,2688,25.075,3.47,31.202,3.653,16.867,11.058,53.198,11.856,35.101
"0826.09",3130,2358,28.914,9.697,47.917,4.968,12.15,8.808,32.709,13.799,53.663
"0826.10",6080,2988,16.694,6.316,42.928,4.194,22.616,12.325,35.813,11.073,53.201
"0826.11",4065,3838,30.75,9.976,40.441,9.926,31.503,19.574,49.487,11.154,39.359
"0826.13",4070,3999,13.145,7.883,39.78,3.672,12.593,10.246,42.986,10.553,46.332
"0826.14",9620,668,13.825,5.81,38.981,7.328,27.392,14.183,45.265,9.781,44.953
"0827.02",6895,1999,24.946,6.293,9.579,0.943,43.715,26.667,87.863,3.997,8.14
"0827.03",7430,1665,13.122,5.446,13.526,1.077,20.321,11.161,82.113,4.213,13.743
"0827.04",9450,263,8.466,4.101,12.328,1.534,17.345,13.419,84.261,4.443,11.349
"0828.03",5300,1796,13.019,4.817,10.67,1.794,22.947,15.605,79.049,10.572,10.281
"0828.04",3750,1267,14.267,4.846,9.987,1.731,29.851,21.491,83.47,8.333,8.197
"0828.05",5960,2029,9.648,4.223,11.4,1.174,14.64,11.594,79.213,9.666,11.035
"0828.06",6030,712,10.697,4.198,14.842,1.658,13.735,13.649,76.44,9.802,13.758
"0829.00",7455,970,13.682,5.122,7.775,1.273,20.415,16,87.311,5.624,7.064
"0830.01",7000,1055,14.357,4.634,6.5,0.214,26.049,18.841,89.9,4.011,6.089
"0830.03",5430,3615,17.127,6.587,8.648,1.012,24.091,19.878,89.27,3.517,7.214
"0830.04",4235,3232,12.869,4.118,7.92,0.827,25.74,15.323,89.651,3.851,6.619
"0831.03",4870,2340,19.713,4.406,5.789,0.737,24.878,17.608,90.638,4.63,4.63
"0831.04",4735,2738,9.609,5.892,8.061,1.122,19.505,20.139,85.484,5.484,9.032
"0831.05",4575,2371,9.508,3.966,9.713,1.545,13.213,11.847,82.095,6.644,11.374
"0831.07",2960,39,15.372,4.101,2.024,0,21.702,15.642,92.675,3.918,3.578
"0831.08",7950,1757,9.434,4.634,12.264,1.95,16.163,12.367,83.536,4.869,11.595
"0831.09",4225,2512,6.864,4.99,7.583,0.711,14.483,14.17,88.029,5.925,6.167
"0833.00",6305,102,12.054,4.465,3.648,0.634,21.486,13.281,93.585,3.288,3.208
