"Mode","Motif","HeureDep","ArrondDep","LogDist","Duree","MemeArrond","Semaine","Jour"
"velo","travail","12","Rosemont-La Petite-Patrie",1.32151599077477,37.2833333333333,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Mercier-Hochelaga-Maisonneuve",-1.11952948848433,56.55,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Rosemont-La Petite-Patrie",0.877632192489517,25.9833333333333,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Verdun",-0.802928209530645,72.8,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Rosemont-La Petite-Patrie",2.63104159390813,57.2666666666667,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Le Sud-Ouest",1.65020601891082,37.3833333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","12","Villeray-Saint-Michel-Parc-Extension",1.9662193055881,27.8833333333333,"Different","lundi au vendredi","mercredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.0393592988932,33.8666666666667,"Different","lundi au vendredi","mercredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.5233084430546,24.3833333333333,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Verdun",1.42440712910362,24.6166666666667,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","12","Ahuntsic-Cartierville",0.936630347851398,51.6333333333333,"Different","lundi au vendredi","mercredi"
"velo","travail","12","Mercier-Hochelaga-Maisonneuve",1.69984944904747,23.3333333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","magasinage","12","Le Sud-Ouest",-1.32961616969078,62.65,"Meme","lundi au vendredi","mercredi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.15334577136694,12.0333333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","12","Le Plateau-Mont-Royal",0.0716586007786076,46.2,"Meme","lundi au vendredi","mercredi"
"pieton","travail","12","Rosemont-La Petite-Patrie",-0.339443098698531,9.56666666666667,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","12","Villeray-Saint-Michel-Parc-Extension",-0.816550683284338,44.25,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","12","Villeray-Saint-Michel-Parc-Extension",-0.967715910647543,39.1333333333333,"Meme","lundi au vendredi","mercredi"
"velo","travail","12","Ville-Marie",1.56091785530508,20.15,"Different","lundi au vendredi","mercredi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.9996531404597,44.8833333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","12","Villeray-Saint-Michel-Parc-Extension",-0.997527955927568,27.2,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","12","Mercier-Hochelaga-Maisonneuve",-0.384680176348368,36.4666666666667,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Le Plateau-Mont-Royal",1.87729957072442,28.2666666666667,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Le Sud-Ouest",-1.05106757889532,28.7666666666667,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Cote-des-Neiges-Notre-Dame-de-Grace",0.401588371586719,33.9666666666667,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Saint-Laurent",1.53820130708749,22.4166666666667,"Different","lundi au vendredi","mercredi"
"velo","travail","12","Rosemont-La Petite-Patrie",0.151665321280666,15.95,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","12","Le Plateau-Mont-Royal",-0.374990303259187,59.5833333333333,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Cote-des-Neiges-Notre-Dame-de-Grace",1.88814737677575,25.6833333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","12","Mercier-Hochelaga-Maisonneuve",-0.859127219170565,22.7,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","loisir","12","Mercier-Hochelaga-Maisonneuve",-0.850452405702219,4.23333333333333,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","12","Mercier-Hochelaga-Maisonneuve",-0.967049816385731,35,"Meme","lundi au vendredi","mercredi"
"velo","travail","12","Le Plateau-Mont-Royal",1.32591132706705,23.3833333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","12","Rosemont-La Petite-Patrie",0.873829622571587,30.5833333333333,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Ville-Marie",1.98936735261568,45.0666666666667,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Ahuntsic-Cartierville",1.57313327083314,21.2166666666667,"Different","lundi au vendredi","mercredi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.98432285576625,41.7666666666667,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","12","Mercier-Hochelaga-Maisonneuve",-0.913583872837349,31.4,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","12","Verdun",1.68281359678375,28.4666666666667,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","12","Le Plateau-Mont-Royal",-0.512151876756317,6.6,"Meme","lundi au vendredi","mercredi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.91840750516196,24.7666666666667,"Different","lundi au vendredi","mercredi"
"pieton","travail","12","Le Plateau-Mont-Royal",1.0731658380604,41.2,"Different","lundi au vendredi","mercredi"
"pieton","travail","12","Rosemont-La Petite-Patrie",-0.161394931057015,23.5,"Meme","lundi au vendredi","mercredi"
"velo","education","12","Rosemont-La Petite-Patrie",-0.184993344456287,8.25,"Meme","lundi au vendredi","mercredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.31142570881343,19.5166666666667,"Different","lundi au vendredi","mercredi"
"pieton","travail","12","Ville-Marie",0.938678462368336,50.2166666666667,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","12","Le Sud-Ouest",-0.909720081755038,66.7833333333333,"Meme","lundi au vendredi","mercredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.42676590999426,30.0166666666667,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Mercier-Hochelaga-Maisonneuve",2.19776623996559,54.55,"Different","lundi au vendredi","mercredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.74374139512216,27.8333333333333,"Different","lundi au vendredi","mercredi"
"velo","travail","12","Saint-Laurent",-0.304068901996468,15.0166666666667,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Ville-Marie",0.887449219355757,11.7333333333333,"Different","lundi au vendredi","mercredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.57545545566007,36.5,"Different","lundi au vendredi","mercredi"
"velo","travail","12","Ville-Marie",0.349834776984015,12.3166666666667,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Rosemont-La Petite-Patrie",1.34045301398759,31.05,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","12","Le Plateau-Mont-Royal",2.28251030198107,40.5833333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","12","Mercier-Hochelaga-Maisonneuve",-1.57046167261188,59.95,"Meme","lundi au vendredi","mercredi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.24024616064604,17.8,"Meme","lundi au vendredi","mercredi"
"pieton","travail","12","Ville-Marie",-0.245644679939861,12.6333333333333,"Meme","lundi au vendredi","mercredi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",1.49385716457008,28.6,"Different","lundi au vendredi","mercredi"
