"Mode","Motif","HeureDep","ArrondDep","LogDist","Duree","MemeArrond","Semaine","Jour"
"velo","travail","11","Ville-Marie",1.95276342449631,31.95,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",1.23420690391505,20.1333333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Westmount",2.0992250338972,51,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Verdun",1.93943702434324,42.8833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.28938461604863,20.1,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",1.75157873189207,70.15,"Different","lundi au vendredi","vendredi"
"pieton","travail","11","Le Plateau-Mont-Royal",1.37155722100204,32.5833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Le Plateau-Mont-Royal",1.02095223131535,51.35,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Le Plateau-Mont-Royal",-0.468545176215927,5.1,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",0.524536896013608,10.2333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Sud-Ouest",1.01036725723304,7.2,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",1.34366921454224,18.1666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Le Plateau-Mont-Royal",-0.478253057484472,3.6,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Villeray-Saint-Michel-Parc-Extension",1.72765166011743,11,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Ville-Marie",-1.3255710790423,6.9,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Le Plateau-Mont-Royal",1.2850914236829,51.65,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Ahuntsic-Cartierville",-1.27653945503604,31.9666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.31682735843232,26.0333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Ville-Marie",0.759397966572046,33.3166666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Ahuntsic-Cartierville",2.2129475114893,31,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Rosemont-La Petite-Patrie",1.27667163907298,15.7666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",2.0102200554659,40.5666666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Ville-Marie",0.304529620706281,2.63333333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Le Sud-Ouest",1.63814790773825,16.8666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","travail","11","Le Sud-Ouest",0.5612793132928,30.55,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Le Plateau-Mont-Royal",2.16439931655529,38.9666666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Villeray-Saint-Michel-Parc-Extension",2.53999982291024,36.2333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Rosemont-La Petite-Patrie",1.46207761275556,34.9666666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Ville-Marie",0.610047067072554,9.78333333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","education","11","Rosemont-La Petite-Patrie",-1.19193797433725,27.2166666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Saint-Laurent",1.64013613938481,65.0166666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Ahuntsic-Cartierville",2.04429287312668,66.2333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Mercier-Hochelaga-Maisonneuve",-0.0726476468392886,13.25,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Plateau-Mont-Royal",1.63633456293887,35.3,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Villeray-Saint-Michel-Parc-Extension",1.84698951608076,18.35,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Verdun",1.23815898641222,15.8166666666667,"Different","lundi au vendredi","vendredi"
"velo","education","11","Le Plateau-Mont-Royal",1.37875039623695,20.9833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Villeray-Saint-Michel-Parc-Extension",1.87468952753648,45.9833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Verdun",1.89666488009002,43.0833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Sud-Ouest",1.17435695887416,33.0666666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","education","11","Mercier-Hochelaga-Maisonneuve",2.04227027048538,16.1333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Plateau-Mont-Royal",1.84443605326943,24.2,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Verdun",-0.881701987858508,20.6833333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Rosemont-La Petite-Patrie",1.30330461443684,24.4666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Villeray-Saint-Michel-Parc-Extension",1.84744979003166,19.9,"Different","lundi au vendredi","vendredi"
"velo","education","11","Villeray-Saint-Michel-Parc-Extension",1.51855782708176,23.0333333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","education","11","Cote-des-Neiges-Notre-Dame-de-Grace",-1.4253561290426,44.4166666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Saint-Laurent",1.27385061212949,13.65,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",-1.11267584687304,3.35,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","11","Ville-Marie",1.04921963562062,23.3333333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","11","Saint-Leonard",-0.826484542478073,34.5666666666667,"Meme","lundi au vendredi","vendredi"
"pieton","education","11","Mercier-Hochelaga-Maisonneuve",0.135942419270558,13.8666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",1.26593700534095,11.8666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Le Plateau-Mont-Royal",0.224131376819816,42.3666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Le Plateau-Mont-Royal",0.284853878240952,9.38333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","loisir","11","Cote-des-Neiges-Notre-Dame-de-Grace",-0.290783793857959,17.8833333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Ahuntsic-Cartierville",1.76310565492625,24.25,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","11","Anjou",2.4281112098165,63.55,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Villeray-Saint-Michel-Parc-Extension",1.71623046406845,22.9666666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Rosemont-La Petite-Patrie",0.955730059350897,53.6833333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Verdun",1.67630053641321,24.2166666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",1.72303114807067,30.4666666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Villeray-Saint-Michel-Parc-Extension",-1.32640679261181,35,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Le Sud-Ouest",-1.21790955418817,17.1833333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","11","Montreal-Nord",-0.520285661788602,54.2833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","11","Le Sud-Ouest",0.888949497889395,13.75,"Different","lundi au vendredi","vendredi"
"pieton","education","11","Le Plateau-Mont-Royal",-0.58620655661435,6.51666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Le Plateau-Mont-Royal",0.700056638643006,17.3666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Ahuntsic-Cartierville",2.51020145595516,27.5,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.90886559191585,32.5833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Ville-Marie",0.686842955888826,38.9666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Ahuntsic-Cartierville",2.88592310211384,37.6833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","loisir","11","Mercier-Hochelaga-Maisonneuve",1.75059415750839,21.1,"Different","lundi au vendredi","vendredi"
"transport collectif","education","11","Le Sud-Ouest",-0.556437494385902,39.8,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Villeray-Saint-Michel-Parc-Extension",2.65178144687738,44.95,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Plateau-Mont-Royal",1.20996948581225,18.7333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Ahuntsic-Cartierville",0.769090593015734,69.25,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Mercier-Hochelaga-Maisonneuve",2.39275670935836,56.8833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Verdun",-0.242606326920888,16.9166666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",1.29454694097415,28.1,"Different","lundi au vendredi","vendredi"
"velo","education","11","Le Sud-Ouest",1.60893357586975,56.8333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Outremont",0.624486804660961,14.2833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Mercier-Hochelaga-Maisonneuve",1.48209442100954,24.85,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.7990094231673,32.6,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Ville-Marie",-0.00168789911155898,11.8166666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Plateau-Mont-Royal",0.738248583661436,9.86666666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",0.227334629011992,7.45,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Sud-Ouest",0.33798053920343,29.9,"Different","lundi au vendredi","vendredi"
"pieton","travail","11","Rosemont-La Petite-Patrie",0.27619454451719,17.4,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.6406537000289,28.55,"Different","lundi au vendredi","vendredi"
"velo","education","11","Cote-des-Neiges-Notre-Dame-de-Grace",1.4246389027032,18.3333333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Le Sud-Ouest",0.0674511662397199,19.75,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","11","Ville-Marie",-1.36527486796374,6.48333333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","education","11","Mercier-Hochelaga-Maisonneuve",-0.847405824841904,17.9,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Lachine",2.10627587017956,49.2666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Le Plateau-Mont-Royal",1.19904647565714,17.7833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Plateau-Mont-Royal",0.465672856453555,29.25,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",0.442603651288644,36.3,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Villeray-Saint-Michel-Parc-Extension",2.57405156588596,28.55,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Ville-Marie",1.12380328571895,11.2166666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",-0.868135522607635,37.7333333333333,"Meme","lundi au vendredi","vendredi"
"velo","education","11","Le Plateau-Mont-Royal",1.07244648360273,22.6833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","education","11","Ahuntsic-Cartierville",-1.04961935629715,52.9,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","loisir","11","Cote-des-Neiges-Notre-Dame-de-Grace",1.57092869461243,19.95,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.99234854342352,26.75,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Plateau-Mont-Royal",0.836445549108163,11.3666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Villeray-Saint-Michel-Parc-Extension",1.73164066008691,25.5,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Verdun",1.39154328116776,30.8166666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Le Sud-Ouest",1.25720790668153,24.7,"Different","lundi au vendredi","vendredi"
"transport collectif","education","11","Saint-Laurent",-1.04766278394116,5.78333333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Le Plateau-Mont-Royal",1.17777301900838,16.6,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",-0.539092728135208,21.9333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Ahuntsic-Cartierville",-1.24292009196051,33.8166666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",1.7288930232916,21.55,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Plateau-Mont-Royal",1.34285495383082,28.4666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Villeray-Saint-Michel-Parc-Extension",0.559410353640856,75.1666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",1.60480865102627,31.4166666666667,"Different","lundi au vendredi","vendredi"
"velo","education","11","Le Plateau-Mont-Royal",-0.393828126809246,38.1166666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Rosemont-La Petite-Patrie",-0.238465698998254,15.8,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Villeray-Saint-Michel-Parc-Extension",-1.40036517047919,41.5833333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.6033516826867,24.7833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Rosemont-La Petite-Patrie",0.0620213866242231,54.3833333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Ahuntsic-Cartierville",2.30559655966074,43.1166666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Le Plateau-Mont-Royal",-1.3524632220056,31.85,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","11","Villeray-Saint-Michel-Parc-Extension",0.483314904705425,23.4833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Mercier-Hochelaga-Maisonneuve",1.65961695692166,23.1666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",1.82309003322009,26.0333333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Ville-Marie",-1.20950947267504,8.7,"Meme","lundi au vendredi","vendredi"
"pieton","travail","11","Outremont",-1.03826817080454,4.63333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Le Sud-Ouest",0.800281094111054,20.0833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Ville-Marie",0.697872160298556,14.5833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",2.1755252418172,44.3666666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","11","Saint-Leonard",-0.476602226614568,8.98333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Ville-Marie",-1.18677959694582,12.8833333333333,"Meme","lundi au vendredi","vendredi"
"pieton","travail","11","Ahuntsic-Cartierville",0.571782759848263,24,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Rosemont-La Petite-Patrie",-0.871031603182084,5.66666666666667,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","11","Rosemont-La Petite-Patrie",-0.545714169760787,49.1166666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Ahuntsic-Cartierville",2.25025799510584,38.3166666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","education","11","LaSalle",1.4249180135043,44.4333333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","education","11","Le Sud-Ouest",-0.977892489985291,24.65,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Ahuntsic-Cartierville",0.616626942823572,8.01666666666667,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","11","Villeray-Saint-Michel-Parc-Extension",-0.767239948195024,30.8666666666667,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","11","Mercier-Hochelaga-Maisonneuve",2.07732252146639,21,"Different","lundi au vendredi","vendredi"
"transport collectif","education","11","Mercier-Hochelaga-Maisonneuve",1.89160618492812,37.65,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","11","Villeray-Saint-Michel-Parc-Extension",1.97550750394971,80.3,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Le Plateau-Mont-Royal",1.83677052515908,24.9833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Mercier-Hochelaga-Maisonneuve",2.10179255177065,35.0833333333333,"Different","lundi au vendredi","vendredi"
"pieton","travail","11","Ville-Marie",-0.874285538965477,6,"Meme","lundi au vendredi","vendredi"
"transport collectif","loisir","11","Cote-des-Neiges-Notre-Dame-de-Grace",0.692175312225379,25.9166666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Rosemont-La Petite-Patrie",0.881779794589213,36.6333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Villeray-Saint-Michel-Parc-Extension",1.67399792599869,22.95,"Different","lundi au vendredi","vendredi"
"velo","travail","11","Ville-Marie",1.15451558945476,58.3166666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Verdun",1.57524290193375,32.4833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",2.35449732608217,47.7,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","11","Ville-Marie",1.33885446396194,21.35,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","11","Villeray-Saint-Michel-Parc-Extension",-1.55984774691598,1.96666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","11","Mercier-Hochelaga-Maisonneuve",1.0261430323773,26.4166666666667,"Different","lundi au vendredi","vendredi"
"pieton","travail","11","Ville-Marie",-0.741372713051148,5.13333333333333,"Meme","lundi au vendredi","vendredi"
"pieton","travail","11","Le Sud-Ouest",-0.906270920239552,9.15,"Different","lundi au vendredi","vendredi"
"velo","loisir","11","Anjou",-0.724613582069023,2.3,"Meme","lundi au vendredi","vendredi"
"velo","travail","12","Ahuntsic-Cartierville",1.73731011450834,29.1833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Rosemont-La Petite-Patrie",1.24519191774669,39.3833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","education","12","Mercier-Hochelaga-Maisonneuve",-1.48016824904853,18.6666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","12","Villeray-Saint-Michel-Parc-Extension",0.787808131044701,23.7,"Different","lundi au vendredi","vendredi"
"transport collectif","magasinage","12","Ville-Marie",0.697053770922819,35.0833333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","12","Verdun",1.94951433132717,29.4666666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","education","12","Ahuntsic-Cartierville",-0.37823188549076,9.88333333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Ahuntsic-Cartierville",1.42271268403227,19.6,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Le Plateau-Mont-Royal",1.27870645667129,16.5833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","12","Rosemont-La Petite-Patrie",-0.751600902072682,3.16666666666667,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","12","LaSalle",0.385356604524171,40.5333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Rosemont-La Petite-Patrie",2.12132029134228,36.45,"Different","lundi au vendredi","vendredi"
"transport collectif","education","12","Le Plateau-Mont-Royal",0.0378534238740107,58.9833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Mercier-Hochelaga-Maisonneuve",1.99212979518842,37.8166666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","12","Cote-des-Neiges-Notre-Dame-de-Grace",-1.03900328589073,39.45,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Mercier-Hochelaga-Maisonneuve",0.966668276842055,13.3166666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.5649524186169,47.4166666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Mercier-Hochelaga-Maisonneuve",1.60741432702821,36.0166666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.4293115297147,15.6,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Rosemont-La Petite-Patrie",0.877632192489517,22.9833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Anjou",0.433196820183105,37.7833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","12","Ville-Marie",-1.24982745956532,29.05,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","12","Mercier-Hochelaga-Maisonneuve",0.0812292684727607,55.8833333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.03316806199202,11.45,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Rosemont-La Petite-Patrie",-0.374313910158885,58,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","12","Cote-des-Neiges-Notre-Dame-de-Grace",-1.3785979948701,39.3166666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","12","Verdun",2.28789353638148,40.8833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","12","Rosemont-La Petite-Patrie",-0.406460125070489,50.7666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.73158760198975,27,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Mercier-Hochelaga-Maisonneuve",-0.825166808618889,23.4,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","12","Rosemont-La Petite-Patrie",0.307908388658718,11.4833333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","12","Ville-Marie",-1.29353194383876,15.5,"Meme","lundi au vendredi","vendredi"
"transport collectif","education","12","Cote-des-Neiges-Notre-Dame-de-Grace",-0.172296273947368,60.35,"Meme","lundi au vendredi","vendredi"
"transport collectif","magasinage","12","Ville-Marie",-0.451571486107882,10.2166666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","12","Le Plateau-Mont-Royal",0.898604634641324,15.4,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Ville-Marie",1.98629133397359,31.5333333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Verdun",2.14987325084664,37,"Different","lundi au vendredi","vendredi"
"transport collectif","education","12","Verdun",-0.813429436636924,11.7,"Meme","lundi au vendredi","vendredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.71713903455659,28.8833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","magasinage","12","Mercier-Hochelaga-Maisonneuve",2.17494367613394,30.5833333333333,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Pierrefonds-Roxboro",1.76576223581783,36.7833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","12","Le Plateau-Mont-Royal",0.0501664581252071,60.9166666666667,"Meme","lundi au vendredi","vendredi"
"pieton","travail","12","Ville-Marie",0.948348062524341,40.75,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","12","Mercier-Hochelaga-Maisonneuve",1.51359288441107,22.0666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Rosemont-La Petite-Patrie",0.974051200826349,12.1333333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","12","Villeray-Saint-Michel-Parc-Extension",-0.991543090468635,41.2833333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.55049593454659,19.0666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Mercier-Hochelaga-Maisonneuve",0.0862739928194438,23.1166666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","education","12","Rosemont-La Petite-Patrie",-0.430751687858416,7.11666666666667,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Cote-des-Neiges-Notre-Dame-de-Grace",1.45330106170529,17.5833333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","12","Ahuntsic-Cartierville",1.96505348163756,34.0833333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Le Plateau-Mont-Royal",1.47096680247521,35.5166666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Le Plateau-Mont-Royal",1.30370602736154,26.25,"Different","lundi au vendredi","vendredi"
"pieton","loisir","12","Villeray-Saint-Michel-Parc-Extension",0.323128335944831,24.2833333333333,"Meme","lundi au vendredi","vendredi"
"velo","travail","12","Le Plateau-Mont-Royal",1.1992148871122,16.1166666666667,"Different","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Villeray-Saint-Michel-Parc-Extension",1.07377698679416,20.1,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Ahuntsic-Cartierville",1.89375643717747,46.65,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Rosemont-La Petite-Patrie",1.53133207251052,32.7833333333333,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","12","Ville-Marie",-1.03945109730262,62.75,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Le Plateau-Mont-Royal",0.619434678245689,13.1833333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","education","12","Rosemont-La Petite-Patrie",1.08480652170915,37.3666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Ville-Marie",1.43313401734263,25.0833333333333,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","12","Ahuntsic-Cartierville",-0.36865253362848,41.9666666666667,"Meme","lundi au vendredi","vendredi"
"velo","travail","12","Le Plateau-Mont-Royal",1.64126785223347,31.1166666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","12","Le Plateau-Mont-Royal",-0.956039148296819,21.7833333333333,"Meme","lundi au vendredi","vendredi"
"vehicule individuel","travail","12","Ahuntsic-Cartierville",1.13228354489978,15.5666666666667,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Le Plateau-Mont-Royal",-0.69289637820042,17.4,"Meme","lundi au vendredi","vendredi"
"transport collectif","travail","12","Le Plateau-Mont-Royal",1.45451551193413,31.5333333333333,"Different","lundi au vendredi","vendredi"
"velo","travail","12","Ahuntsic-Cartierville",1.71942249538113,39.3666666666667,"Different","lundi au vendredi","vendredi"
"transport collectif","travail","12","Pointe-Claire",-0.332609885497767,14.9833333333333,"Meme","lundi au vendredi","vendredi"
