"HEURE_ACCDN","DT_ACCDN","NB_VICTIMES_TOTAL"
"20:00:00-20:59:00","2018/06/07",1
"16:00:00-16:59:00","2018/08/05",1
"16:00:00-16:59:00","2018/08/08",1
"17:00:00-17:59:00","2018/08/10",0
"15:00:00-15:59:00","2018/08/15",1
"12:00:00-12:59:00","2018/08/23",1
"10:00:00-10:59:00","2018/08/28",1
"12:00:00-12:59:00","2018/09/05",1
"17:00:00-17:59:00","2018/09/12",1
"13:00:00-13:59:00","2018/09/16",1
"08:00:00-08:59:00","2018/09/17",0
"16:00:00-16:59:00","2018/09/26",1
"16:00:00-16:59:00","2018/09/26",0
"21:00:00-21:59:00","2018/09/27",1
"14:00:00-14:59:00","2018/10/03",1
"17:00:00-17:59:00","2018/10/18",1
"15:00:00-15:59:00","2018/10/22",1
"14:00:00-14:59:00","2018/11/07",1
"08:00:00-08:59:00","2018/04/24",1
"10:00:00-10:59:00","2018/04/25",1
"13:00:00-13:59:00","2018/05/10",1
"08:00:00-08:59:00","2018/05/31",1
"20:00:00-20:59:00","2018/06/11",0
"08:00:00-08:59:00","2018/06/13",1
"10:00:00-10:59:00","2018/07/03",1
"16:00:00-16:59:00","2018/07/05",1
"10:00:00-10:59:00","2018/07/11",1
"16:00:00-16:59:00","2018/07/16",1
"16:00:00-16:59:00","2018/07/17",1
"17:00:00-17:59:00","2018/08/30",0
"17:00:00-17:59:00","2018/09/11",2
"17:00:00-17:59:00","2018/09/12",1
"17:00:00-17:59:00","2018/09/24",1
"16:00:00-16:59:00","2018/10/03",1
"18:00:00-18:59:00","2018/10/15",1
"18:00:00-18:59:00","2018/10/15",1
"09:00:00-09:59:00","2018/10/23",1
"11:00:00-11:59:00","2018/10/26",1
"08:00:00-08:59:00","2018/11/01",0
"17:00:00-17:59:00","2018/11/06",1
"19:00:00-19:59:00","2018/11/09",1
"08:00:00-08:59:00","2018/01/18",1
"10:00:00-10:59:00","2018/03/16",0
"08:00:00-08:59:00","2018/04/09",1
"17:00:00-17:59:00","2018/05/17",1
"18:00:00-18:59:00","2018/05/21",1
"08:00:00-08:59:00","2018/05/25",1
"11:00:00-11:59:00","2018/05/24",1
"00:00:00-00:59:00","2018/06/03",1
"15:00:00-15:59:00","2018/06/18",1
"16:00:00-16:59:00","2018/06/20",0
"08:00:00-08:59:00","2018/06/22",1
"18:00:00-18:59:00","2018/07/03",1
"12:00:00-12:59:00","2018/07/12",1
"18:00:00-18:59:00","2018/07/16",0
"07:00:00-07:59:00","2018/08/08",1
"16:00:00-16:59:00","2018/08/12",1
"21:00:00-21:59:00","2018/08/26",1
"08:00:00-08:59:00","2018/09/04",1
"18:00:00-18:59:00","2018/09/04",0
"15:00:00-15:59:00","2018/09/09",0
"16:00:00-16:59:00","2018/09/11",1
"14:00:00-14:59:00","2018/09/17",1
"13:00:00-13:59:00","2018/09/27",1
"10:00:00-10:59:00","2018/10/10",1
"06:00:00-06:59:00","2018/10/22",1
"17:00:00-17:59:00","2018/10/22",0
"05:00:00-05:59:00","2018/03/24",1
"10:00:00-10:59:00","2018/04/03",0
"06:00:00-06:59:00","2018/04/23",1
"12:00:00-12:59:00","2018/04/27",1
"16:00:00-16:59:00","2018/05/09",1
"20:00:00-20:59:00","2018/05/09",1
"17:00:00-17:59:00","2018/05/12",1
"08:00:00-08:59:00","2018/05/14",0
"16:00:00-16:59:00","2018/05/14",1
"17:00:00-17:59:00","2018/05/19",1
"15:00:00-15:59:00","2018/05/24",0
"19:00:00-19:59:00","2018/05/29",1
"17:00:00-17:59:00","2018/06/02",1
"17:00:00-17:59:00","2018/06/02",1
"07:00:00-07:59:00","2018/06/12",1
"12:00:00-12:59:00","2018/06/15",1
"00:00:00-00:59:00","2018/06/16",1
"15:00:00-15:59:00","2018/06/16",0
"22:00:00-22:59:00","2018/06/20",1
"17:00:00-17:59:00","2018/06/21",1
"17:00:00-17:59:00","2018/07/09",1
"19:00:00-19:59:00","2018/07/21",1
"08:00:00-08:59:00","2018/07/25",1
"17:00:00-17:59:00","2018/07/26",1
"11:00:00-11:59:00","2018/08/01",1
"07:00:00-07:59:00","2018/08/02",1
"11:00:00-11:59:00","2018/08/06",1
"14:00:00-14:59:00","2018/08/07",1
"23:00:00-23:59:00","2018/08/07",1
"12:00:00-12:59:00","2018/08/10",1
"09:00:00-09:59:00","2018/08/15",1
"08:00:00-08:59:00","2018/07/31",0
"15:00:00-15:59:00","2018/08/24",1
"17:00:00-17:59:00","2018/08/25",1
"11:00:00-11:59:00","2018/08/27",1
"22:00:00-22:59:00","2018/09/04",1
"05:00:00-05:59:00","2018/09/13",1
"07:00:00-07:59:00","2018/09/27",0
"13:00:00-13:59:00","2018/10/03",1
"07:00:00-07:59:00","2018/10/04",1
"16:00:00-16:59:00","2018/10/05",1
"14:00:00-14:59:00","2018/10/18",0
"16:00:00-16:59:00","2018/11/20",1
"14:00:00-14:59:00","2018/12/27",1
"16:00:00-16:59:00","2018/04/13",1
"20:00:00-20:59:00","2018/04/16",1
"17:00:00-17:59:00","2018/05/09",1
"04:00:00-04:59:00","2018/05/11",0
"12:00:00-12:59:00","2018/05/24",0
"16:00:00-16:59:00","2018/05/30",1
"19:00:00-19:59:00","2018/06/15",1
"Non précisé","2018/06/26",1
"23:00:00-23:59:00","2018/07/03",1
"15:00:00-15:59:00","2018/08/20",1
"12:00:00-12:59:00","2018/08/30",1
"20:00:00-20:59:00","2018/09/20",1
"05:00:00-05:59:00","2018/10/02",1
"16:00:00-16:59:00","2018/10/23",1
"06:00:00-06:59:00","2018/12/11",1
"09:00:00-09:59:00","2018/12/23",1
"13:00:00-13:59:00","2018/04/11",0
"11:00:00-11:59:00","2018/05/02",0
"09:00:00-09:59:00","2018/05/21",1
"09:00:00-09:59:00","2018/05/22",0
"15:00:00-15:59:00","2018/05/25",1
"17:00:00-17:59:00","2018/05/30",1
"20:00:00-20:59:00","2018/06/08",1
"18:00:00-18:59:00","2018/06/11",0
"12:00:00-12:59:00","2018/06/25",1
"19:00:00-19:59:00","2018/07/03",0
"10:00:00-10:59:00","2018/07/11",0
"16:00:00-16:59:00","2018/07/13",0
"07:00:00-07:59:00","2018/08/09",0
"06:00:00-06:59:00","2018/08/17",0
"22:00:00-22:59:00","2018/08/27",1
"16:00:00-16:59:00","2018/08/29",1
"09:00:00-09:59:00","2018/09/04",1
"17:00:00-17:59:00","2018/09/07",1
"08:00:00-08:59:00","2018/09/12",1
"12:00:00-12:59:00","2018/09/14",1
"17:00:00-17:59:00","2018/10/03",1
"12:00:00-12:59:00","2018/10/05",1
"09:00:00-09:59:00","2018/10/14",1
"04:00:00-04:59:00","2018/10/15",1
"22:00:00-22:59:00","2018/11/01",1
"17:00:00-17:59:00","2018/11/13",0
"17:00:00-17:59:00","2018/06/11",1
"16:00:00-16:59:00","2018/08/02",0
"20:00:00-20:59:00","2018/08/06",1
"17:00:00-17:59:00","2018/08/07",1
"16:00:00-16:59:00","2018/08/16",1
"16:00:00-16:59:00","2018/09/04",1
"15:00:00-15:59:00","2018/09/13",1
"17:00:00-17:59:00","2018/11/08",0
"20:00:00-20:59:00","2018/02/23",0
"03:00:00-03:59:00","2018/04/29",0
"16:00:00-16:59:00","2018/04/30",0
"20:00:00-20:59:00","2018/04/30",1
"18:00:00-18:59:00","2018/05/01",0
"18:00:00-18:59:00","2018/05/05",1
"15:00:00-15:59:00","2018/05/06",1
"12:00:00-12:59:00","2018/05/07",1
"12:00:00-12:59:00","2018/05/14",0
"08:00:00-08:59:00","2018/05/17",1
"17:00:00-17:59:00","2018/05/18",1
"17:00:00-17:59:00","2018/05/24",2
"17:00:00-17:59:00","2018/05/19",0
"08:00:00-08:59:00","2018/06/08",1
"20:00:00-20:59:00","2018/06/09",0
"13:00:00-13:59:00","2018/06/16",1
"17:00:00-17:59:00","2018/06/21",1
"19:00:00-19:59:00","2018/07/10",0
"01:00:00-01:59:00","2018/07/21",1
"14:00:00-14:59:00","2018/07/23",1
"17:00:00-17:59:00","2018/07/29",1
"08:00:00-08:59:00","2018/07/31",0
"17:00:00-17:59:00","2018/07/31",1
"12:00:00-12:59:00","2018/08/09",0
"14:00:00-14:59:00","2018/08/10",0
"16:00:00-16:59:00","2018/08/10",1
"17:00:00-17:59:00","2018/08/11",0
"10:00:00-10:59:00","2018/08/14",1
"07:00:00-07:59:00","2018/08/15",1
"18:00:00-18:59:00","2018/08/21",1
"11:00:00-11:59:00","2018/08/23",1
"03:00:00-03:59:00","2018/08/25",0
"08:00:00-08:59:00","2018/08/28",1
"12:00:00-12:59:00","2018/08/30",1
"13:00:00-13:59:00","2018/08/30",1
"14:00:00-14:59:00","2018/08/31",1
"16:00:00-16:59:00","2018/09/01",1
"11:00:00-11:59:00","2018/09/05",0
"15:00:00-15:59:00","2018/09/09",1
"15:00:00-15:59:00","2018/09/09",1
"16:00:00-16:59:00","2018/09/10",1
"13:00:00-13:59:00","2018/09/20",1
"14:00:00-14:59:00","2018/09/21",1
"01:00:00-01:59:00","2018/10/01",1
"06:00:00-06:59:00","2018/10/03",1
"14:00:00-14:59:00","2018/10/09",0
"17:00:00-17:59:00","2018/10/09",1
"08:00:00-08:59:00","2018/10/11",1
"16:00:00-16:59:00","2018/10/16",1
"17:00:00-17:59:00","2018/10/17",1
"08:00:00-08:59:00","2018/10/15",1
"19:00:00-19:59:00","2018/10/19",1
"20:00:00-20:59:00","2018/10/23",1
"08:00:00-08:59:00","2018/10/25",0
"09:00:00-09:59:00","2018/10/30",0
"17:00:00-17:59:00","2018/11/14",1
"18:00:00-18:59:00","2018/12/11",0
"09:00:00-09:59:00","2018/02/02",0
"17:00:00-17:59:00","2018/02/03",1
"15:00:00-15:59:00","2018/02/15",1
"19:00:00-19:59:00","2018/02/28",1
"15:00:00-15:59:00","2018/03/21",1
"11:00:00-11:59:00","2018/03/20",0
"17:00:00-17:59:00","2018/03/22",0
"18:00:00-18:59:00","2018/03/23",1
"15:00:00-15:59:00","2018/03/21",1
"16:00:00-16:59:00","2018/04/09",0
"10:00:00-10:59:00","2018/04/13",1
"14:00:00-14:59:00","2018/04/24",1
"08:00:00-08:59:00","2018/04/26",0
"20:00:00-20:59:00","2018/04/27",1
"02:00:00-02:59:00","2018/04/28",0
"23:00:00-23:59:00","2018/05/11",0
"08:00:00-08:59:00","2018/05/17",1
"Non précisé","2018/05/18",1
"17:00:00-17:59:00","2018/05/19",0
"13:00:00-13:59:00","2018/05/20",0
"02:00:00-02:59:00","2018/05/19",1
"15:00:00-15:59:00","2018/05/25",1
"00:00:00-00:59:00","2018/05/26",1
"17:00:00-17:59:00","2018/05/30",1
"10:00:00-10:59:00","2018/06/03",1
"17:00:00-17:59:00","2018/06/06",1
"23:00:00-23:59:00","2018/06/06",1
"23:00:00-23:59:00","2018/06/07",1
"04:00:00-04:59:00","2018/06/08",1
"08:00:00-08:59:00","2018/06/11",1
"08:00:00-08:59:00","2018/06/13",0
"08:00:00-08:59:00","2018/06/13",1
"13:00:00-13:59:00","2018/06/15",1
"19:00:00-19:59:00","2018/06/15",1
"11:00:00-11:59:00","2018/06/20",0
"06:00:00-06:59:00","2018/06/23",1
"17:00:00-17:59:00","2018/06/27",1
"18:00:00-18:59:00","2018/06/28",1
"23:00:00-23:59:00","2018/07/01",1
"13:00:00-13:59:00","2018/07/06",1
"10:00:00-10:59:00","2018/07/12",1
"11:00:00-11:59:00","2018/07/12",1
"20:00:00-20:59:00","2018/07/12",1
"03:00:00-03:59:00","2018/07/14",1
"10:00:00-10:59:00","2018/07/14",1
"17:00:00-17:59:00","2018/07/16",1
"15:00:00-15:59:00","2018/07/19",1
"09:00:00-09:59:00","2018/07/24",1
"10:00:00-10:59:00","2018/07/24",1
"17:00:00-17:59:00","2018/07/25",1
"16:00:00-16:59:00","2018/07/27",1
"Non précisé","2018/07/29",1
"00:00:00-00:59:00","2018/08/02",1
"16:00:00-16:59:00","2018/08/04",1
"23:00:00-23:59:00","2018/08/04",1
"16:00:00-16:59:00","2018/08/02",1
"22:00:00-22:59:00","2018/08/05",1
"14:00:00-14:59:00","2018/08/07",0
"15:00:00-15:59:00","2018/08/07",1
"15:00:00-15:59:00","2018/07/21",1
"13:00:00-13:59:00","2018/08/10",0
"23:00:00-23:59:00","2018/08/11",0
"22:00:00-22:59:00","2018/08/16",1
"18:00:00-18:59:00","2018/08/17",1
"02:00:00-02:59:00","2018/08/19",0
"00:00:00-00:59:00","2018/08/21",0
"18:00:00-18:59:00","2018/08/21",0
"18:00:00-18:59:00","2018/08/24",1
"08:00:00-08:59:00","2018/08/24",1
"13:00:00-13:59:00","2018/08/25",1
"07:00:00-07:59:00","2018/08/27",1
"17:00:00-17:59:00","2018/08/30",1
"17:00:00-17:59:00","2018/08/30",1
"15:00:00-15:59:00","2018/08/31",0
"17:00:00-17:59:00","2018/08/31",1
"21:00:00-21:59:00","2018/09/07",1
"23:00:00-23:59:00","2018/09/07",2
"11:00:00-11:59:00","2018/09/09",0
"17:00:00-17:59:00","2018/09/13",1
"13:00:00-13:59:00","2018/09/16",0
"08:00:00-08:59:00","2018/09/20",1
"18:00:00-18:59:00","2018/09/20",1
"18:00:00-18:59:00","2018/09/20",1
"07:00:00-07:59:00","2018/09/24",0
"07:00:00-07:59:00","2018/09/24",0
"00:00:00-00:59:00","2018/09/25",1
"20:00:00-20:59:00","2018/09/26",1
"13:00:00-13:59:00","2018/09/27",1
"17:00:00-17:59:00","2018/10/03",0
"13:00:00-13:59:00","2018/10/03",1
"16:00:00-16:59:00","2018/10/04",0
"12:00:00-12:59:00","2018/10/09",1
"05:00:00-05:59:00","2018/10/11",1
"14:00:00-14:59:00","2018/10/15",1
"16:00:00-16:59:00","2018/10/16",1
"08:00:00-08:59:00","2018/10/22",0
"13:00:00-13:59:00","2018/10/22",1
"17:00:00-17:59:00","2018/10/22",1
"07:00:00-07:59:00","2018/10/31",1
"23:00:00-23:59:00","2018/10/31",1
"08:00:00-08:59:00","2018/11/02",1
"14:00:00-14:59:00","2018/11/02",1
"17:00:00-17:59:00","2018/11/08",1
"12:00:00-12:59:00","2018/11/13",0
"20:00:00-20:59:00","2018/11/24",1
"14:00:00-14:59:00","2018/10/19",1
"17:00:00-17:59:00","2018/12/11",0
"12:00:00-12:59:00","2018/12/18",1
"16:00:00-16:59:00","2018/12/19",0
"07:00:00-07:59:00","2018/12/20",0
"18:00:00-18:59:00","2018/12/22",1
"13:00:00-13:59:00","2018/05/04",0
"18:00:00-18:59:00","2018/05/25",1
"21:00:00-21:59:00","2018/05/31",1
"06:00:00-06:59:00","2018/06/01",1
"08:00:00-08:59:00","2018/06/13",1
"11:00:00-11:59:00","2018/06/20",1
"21:00:00-21:59:00","2018/07/03",1
"17:00:00-17:59:00","2018/08/03",1
"22:00:00-22:59:00","2018/08/13",1
"06:00:00-06:59:00","2018/08/22",1
"17:00:00-17:59:00","2018/08/23",1
"10:00:00-10:59:00","2018/09/15",0
"15:00:00-15:59:00","2018/09/19",1
"22:00:00-22:59:00","2018/09/19",1
"23:00:00-23:59:00","2018/09/28",1
"11:00:00-11:59:00","2018/10/23",1
"06:00:00-06:59:00","2018/11/09",1
"23:00:00-23:59:00","2018/11/24",0
"17:00:00-17:59:00","2018/05/02",1
"Non précisé","2018/05/10",1
"14:00:00-14:59:00","2018/06/07",1
"21:00:00-21:59:00","2018/06/19",1
"07:00:00-07:59:00","2018/07/04",0
"06:00:00-06:59:00","2018/07/11",1
"11:00:00-11:59:00","2018/08/07",1
"16:00:00-16:59:00","2018/08/30",1
"12:00:00-12:59:00","2018/09/14",0
"Non précisé","2018/09/17",1
"20:00:00-20:59:00","2018/09/24",1
"17:00:00-17:59:00","2018/09/27",1
"Non précisé","2018/10/14",0
"10:00:00-10:59:00","2018/10/19",0
"14:00:00-14:59:00","2018/10/20",1
"10:00:00-10:59:00","2018/04/22",1
"15:00:00-15:59:00","2018/05/07",1
"15:00:00-15:59:00","2018/05/09",1
"17:00:00-17:59:00","2018/05/10",1
"08:00:00-08:59:00","2018/05/15",1
"14:00:00-14:59:00","2018/05/16",1
"15:00:00-15:59:00","2018/05/20",0
"16:00:00-16:59:00","2018/05/22",1
"08:00:00-08:59:00","2018/05/24",1
"14:00:00-14:59:00","2018/05/25",1
"08:00:00-08:59:00","2018/05/18",0
"07:00:00-07:59:00","2018/06/11",1
"07:00:00-07:59:00","2018/06/19",1
"07:00:00-07:59:00","2018/06/19",1
"15:00:00-15:59:00","2018/06/22",1
"11:00:00-11:59:00","2018/07/01",1
"Non précisé","2018/07/05",1
"00:00:00-00:59:00","2018/07/16",1
"18:00:00-18:59:00","2018/07/16",1
"17:00:00-17:59:00","2018/07/19",1
"18:00:00-18:59:00","2018/07/26",0
"12:00:00-12:59:00","2018/07/30",1
"13:00:00-13:59:00","2018/08/15",1
"14:00:00-14:59:00","2018/08/18",0
"17:00:00-17:59:00","2018/08/19",0
"14:00:00-14:59:00","2018/09/04",1
"16:00:00-16:59:00","2018/09/07",1
"15:00:00-15:59:00","2018/09/08",1
"17:00:00-17:59:00","2018/09/19",1
"19:00:00-19:59:00","2018/09/25",0
"16:00:00-16:59:00","2018/09/28",1
"07:00:00-07:59:00","2018/10/04",1
"18:00:00-18:59:00","2018/10/08",1
"05:00:00-05:59:00","2018/10/17",0
"08:00:00-08:59:00","2018/10/23",1
"14:00:00-14:59:00","2018/11/01",0
"20:00:00-20:59:00","2018/11/06",1
"15:00:00-15:59:00","2018/11/07",1
"15:00:00-15:59:00","2018/11/15",1
"13:00:00-13:59:00","2018/12/19",0
"17:00:00-17:59:00","2018/12/30",1
"04:00:00-04:59:00","2018/06/28",0
"12:00:00-12:59:00","2018/06/29",1
"15:00:00-15:59:00","2018/07/04",0
"09:00:00-09:59:00","2018/09/05",1
"16:00:00-16:59:00","2018/09/13",1
"08:00:00-08:59:00","2018/06/09",1
"11:00:00-11:59:00","2018/06/26",1
"08:00:00-08:59:00","2018/07/21",1
"16:00:00-16:59:00","2018/12/18",1
"16:00:00-16:59:00","2018/05/24",1
"17:00:00-17:59:00","2018/06/01",1
"17:00:00-17:59:00","2018/06/04",1
"15:00:00-15:59:00","2018/06/07",1
"14:00:00-14:59:00","2018/06/15",1
"10:00:00-10:59:00","2018/07/07",1
"16:00:00-16:59:00","2018/07/08",1
"16:00:00-16:59:00","2018/07/20",1
"08:00:00-08:59:00","2018/08/02",1
"07:00:00-07:59:00","2018/08/09",0
"15:00:00-15:59:00","2018/08/12",1
"17:00:00-17:59:00","2018/08/16",1
"12:00:00-12:59:00","2018/08/18",1
"22:00:00-22:59:00","2018/08/23",1
"17:00:00-17:59:00","2018/08/22",1
"14:00:00-14:59:00","2018/09/09",1
"06:00:00-06:59:00","2018/10/09",1
"11:00:00-11:59:00","2018/10/14",0
"11:00:00-11:59:00","2018/11/24",1
"16:00:00-16:59:00","2018/04/28",1
"18:00:00-18:59:00","2018/05/14",1
"18:00:00-18:59:00","2018/05/17",1
"17:00:00-17:59:00","2018/05/29",0
"11:00:00-11:59:00","2018/05/31",0
"18:00:00-18:59:00","2018/06/18",0
"14:00:00-14:59:00","2018/06/26",0
"07:00:00-07:59:00","2018/07/12",1
"20:00:00-20:59:00","2018/07/23",0
"13:00:00-13:59:00","2018/07/31",1
"15:00:00-15:59:00","2018/09/20",1
"12:00:00-12:59:00","2018/10/20",1
"15:00:00-15:59:00","2018/11/01",0
"17:00:00-17:59:00","2018/05/01",1
"15:00:00-15:59:00","2018/05/20",1
"06:00:00-06:59:00","2018/06/29",1
"16:00:00-16:59:00","2018/07/15",1
"11:00:00-11:59:00","2018/07/21",1
"14:00:00-14:59:00","2018/08/14",1
"15:00:00-15:59:00","2018/09/14",1
"15:00:00-15:59:00","2018/09/27",1
"21:00:00-21:59:00","2019/04/13",2
"17:00:00-17:59:00","2019/05/06",1
"08:00:00-08:59:00","2019/05/17",1
"16:00:00-16:59:00","2019/06/18",0
"17:00:00-17:59:00","2019/07/07",0
"22:00:00-22:59:00","2019/07/14",1
"07:00:00-07:59:00","2019/07/16",0
"18:00:00-18:59:00","2019/07/21",1
"22:00:00-22:59:00","2019/08/03",1
"18:00:00-18:59:00","2019/08/08",1
"19:00:00-19:59:00","2019/08/16",1
"07:00:00-07:59:00","2019/08/26",1
"16:00:00-16:59:00","2019/09/16",1
"16:00:00-16:59:00","2019/10/04",1
"16:00:00-16:59:00","2019/10/05",1
"15:00:00-15:59:00","2019/10/08",1
"13:00:00-13:59:00","2019/05/14",0
"21:00:00-21:59:00","2019/06/21",1
"17:00:00-17:59:00","2019/06/27",1
"10:00:00-10:59:00","2019/07/16",1
"18:00:00-18:59:00","2019/08/03",1
"07:00:00-07:59:00","2019/08/28",1
"09:00:00-09:59:00","2019/08/31",1
"14:00:00-14:59:00","2019/09/06",0
"14:00:00-14:59:00","2019/09/29",1
"15:00:00-15:59:00","2019/04/22",1
"07:00:00-07:59:00","2019/06/05",1
"11:00:00-11:59:00","2019/06/17",1
"21:00:00-21:59:00","2019/07/03",0
"16:00:00-16:59:00","2019/07/04",1
"10:00:00-10:59:00","2019/07/15",1
"16:00:00-16:59:00","2019/08/02",1
"15:00:00-15:59:00","2019/09/27",1
"10:00:00-10:59:00","2019/06/11",1
"05:00:00-05:59:00","2019/06/27",0
"21:00:00-21:59:00","2019/06/27",0
"18:00:00-18:59:00","2019/07/07",1
"21:00:00-21:59:00","2019/07/16",2
"09:00:00-09:59:00","2019/07/20",1
"07:00:00-07:59:00","2019/07/23",1
"21:00:00-21:59:00","2019/07/29",1
"17:00:00-17:59:00","2019/08/02",1
"15:00:00-15:59:00","2019/08/20",1
"17:00:00-17:59:00","2019/08/20",1
"07:00:00-07:59:00","2019/08/21",0
"06:00:00-06:59:00","2019/08/28",1
"08:00:00-08:59:00","2019/09/09",0
"17:00:00-17:59:00","2019/09/27",1
"15:00:00-15:59:00","2019/10/01",1
"Non précisé","2019/09/10",1
"10:00:00-10:59:00","2019/10/15",0
"06:00:00-06:59:00","2019/10/28",1
"16:00:00-16:59:00","2019/10/30",0
"18:00:00-18:59:00","2019/03/21",1
"06:00:00-06:59:00","2019/03/25",0
"15:00:00-15:59:00","2019/05/25",0
"13:00:00-13:59:00","2019/06/03",1
"15:00:00-15:59:00","2019/06/13",2
"10:00:00-10:59:00","2019/06/28",0
"10:00:00-10:59:00","2019/07/03",1
"21:00:00-21:59:00","2019/07/27",1
"12:00:00-12:59:00","2019/08/06",1
"19:00:00-19:59:00","2019/09/04",1
"08:00:00-08:59:00","2019/11/08",1
"15:00:00-15:59:00","2019/05/06",1
"16:00:00-16:59:00","2019/06/10",1
"13:00:00-13:59:00","2019/07/08",1
"12:00:00-12:59:00","2019/08/15",0
"Non précisé","2019/09/22",1
"08:00:00-08:59:00","2019/09/19",1
"06:00:00-06:59:00","2019/12/13",1
"14:00:00-14:59:00","2019/06/10",1
"19:00:00-19:59:00","2019/07/23",0
"06:00:00-06:59:00","2019/08/03",1
"11:00:00-11:59:00","2019/08/06",0
"18:00:00-18:59:00","2019/08/14",1
"16:00:00-16:59:00","2019/09/01",0
"10:00:00-10:59:00","2019/10/28",0
"13:00:00-13:59:00","2019/11/02",1
"11:00:00-11:59:00","2019/03/24",1
"16:00:00-16:59:00","2019/04/12",1
"08:00:00-08:59:00","2019/04/23",1
"09:00:00-09:59:00","2019/05/09",1
"12:00:00-12:59:00","2019/05/30",1
"12:00:00-12:59:00","2019/06/16",0
"14:00:00-14:59:00","2019/06/29",1
"09:00:00-09:59:00","2019/07/05",1
"21:00:00-21:59:00","2019/07/17",0
"16:00:00-16:59:00","2019/07/24",1
"10:00:00-10:59:00","2019/08/09",1
"14:00:00-14:59:00","2019/08/13",1
"08:00:00-08:59:00","2019/09/03",1
"10:00:00-10:59:00","2019/09/17",1
"16:00:00-16:59:00","2019/09/19",1
"14:00:00-14:59:00","2019/10/02",0
"07:00:00-07:59:00","2019/10/15",0
"12:00:00-12:59:00","2019/10/24",1
"16:00:00-16:59:00","2019/11/13",0
"03:00:00-03:59:00","2019/03/10",1
"15:00:00-15:59:00","2019/04/23",0
"17:00:00-17:59:00","2019/05/06",0
"18:00:00-18:59:00","2019/05/27",1
"19:00:00-19:59:00","2019/06/04",1
"12:00:00-12:59:00","2019/06/14",0
"12:00:00-12:59:00","2019/06/17",1
"16:00:00-16:59:00","2019/06/26",0
"17:00:00-17:59:00","2019/06/26",0
"16:00:00-16:59:00","2019/07/08",1
"20:00:00-20:59:00","2019/07/10",0
"16:00:00-16:59:00","2019/07/12",0
"15:00:00-15:59:00","2019/07/18",1
"11:00:00-11:59:00","2019/07/23",0
"20:00:00-20:59:00","2019/07/25",1
"11:00:00-11:59:00","2019/08/02",1
"12:00:00-12:59:00","2019/08/02",1
"Non précisé","2019/09/06",0
"08:00:00-08:59:00","2019/09/10",1
"13:00:00-13:59:00","2019/09/18",1
"10:00:00-10:59:00","2019/09/27",1
"18:00:00-18:59:00","2019/10/05",1
"08:00:00-08:59:00","2019/11/07",1
"18:00:00-18:59:00","2019/12/04",0
"17:00:00-17:59:00","2019/04/24",1
"09:00:00-09:59:00","2019/04/25",0
"08:00:00-08:59:00","2019/05/15",1
"07:00:00-07:59:00","2019/06/06",1
"17:00:00-17:59:00","2019/06/11",0
"16:00:00-16:59:00","2019/06/18",1
"14:00:00-14:59:00","2019/06/26",1
"19:00:00-19:59:00","2019/06/27",0
"23:00:00-23:59:00","2019/07/12",1
"13:00:00-13:59:00","2019/07/13",1
"Non précisé","2019/07/22",1
"17:00:00-17:59:00","2019/08/01",1
"17:00:00-17:59:00","2019/08/06",1
"21:00:00-21:59:00","2019/08/06",1
"13:00:00-13:59:00","2019/08/06",1
"21:00:00-21:59:00","2019/08/08",1
"14:00:00-14:59:00","2019/08/12",0
"14:00:00-14:59:00","2019/08/21",1
"13:00:00-13:59:00","2019/08/22",0
"01:00:00-01:59:00","2019/08/30",1
"15:00:00-15:59:00","2019/09/27",1
"08:00:00-08:59:00","2019/09/30",0
"22:00:00-22:59:00","2019/10/11",1
"15:00:00-15:59:00","2019/10/29",1
"13:00:00-13:59:00","2019/11/02",1
"16:00:00-16:59:00","2019/11/29",1
"18:00:00-18:59:00","2019/12/30",1
"10:00:00-10:59:00","2019/05/04",1
"18:00:00-18:59:00","2019/05/31",1
"20:00:00-20:59:00","2019/06/07",1
"18:00:00-18:59:00","2019/06/12",1
"14:00:00-14:59:00","2019/06/21",1
"11:00:00-11:59:00","2019/06/24",1
"01:00:00-01:59:00","2019/06/28",0
"09:00:00-09:59:00","2019/07/03",0
"19:00:00-19:59:00","2019/07/28",1
"12:00:00-12:59:00","2019/08/05",1
"12:00:00-12:59:00","2019/08/09",1
"17:00:00-17:59:00","2019/08/11",0
"13:00:00-13:59:00","2019/08/18",1
"17:00:00-17:59:00","2019/08/24",1
"07:00:00-07:59:00","2019/08/27",1
"08:00:00-08:59:00","2019/09/03",1
"16:00:00-16:59:00","2019/09/15",0
"13:00:00-13:59:00","2019/09/20",1
"17:00:00-17:59:00","2019/09/20",1
"12:00:00-12:59:00","2019/10/08",1
"13:00:00-13:59:00","2019/10/10",1
"14:00:00-14:59:00","2019/10/11",1
"19:00:00-19:59:00","2019/10/11",0
"17:00:00-17:59:00","2019/04/17",1
"12:00:00-12:59:00","2019/06/09",0
"17:00:00-17:59:00","2019/06/10",2
"07:00:00-07:59:00","2019/06/20",1
"13:00:00-13:59:00","2019/07/06",1
"13:00:00-13:59:00","2019/07/08",1
"17:00:00-17:59:00","2019/07/08",0
"08:00:00-08:59:00","2019/07/17",1
"17:00:00-17:59:00","2019/07/25",1
"18:00:00-18:59:00","2019/07/25",1
"Non précisé","2019/07/25",0
"08:00:00-08:59:00","2019/08/06",1
"15:00:00-15:59:00","2019/08/15",1
